clean_text,polarity,subjectivity,location
Massachusetts reports vaping-related lung illnesses,0,0,"Massachusetts, USA"
This I ’ vaping years But months ago I got Juuls thinking…,0,0,
kids jon kate plus vaping yet,0,0,your moms house
And vaping products including flavors sold adults shops fixed and…,0.1,0.2,
LUMPING moniker wo n't save elected officials growing evidence lying …,0,0,Iowa
dont need vape,0,0,she/her
This new X-Files season looks kind weird Mulder Scully,0.078787879,0.784848485,"Wisconsin, USA"
️ATTENTION️ sales dank vape TKO packaging declined dankwoods Cali carts/Cali plug risen Pac…,0,0,
In Wisconsin doctors Children 's Hospital used extensive patient histories piece together missing link among clus…,-0.1,0.191666667,"Washington, D.C."
Just casual reminder 's really marketing youth Public Health Tobacco Control telling kids `` you…,-0.1,0.377777778,North Carolina
subang boy -great looks -good results -no fuckboy attitude -no boba addiction -doesnt vape,0.75,0.675,Malaysia
Every year tech-horror film released ’ like “ There ’ monster kills ... your…,0,0,"Glasgow, Scotland"
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,boston
Florida 's announced major investigation vaping companies business state https //…,0.0625,0.5,"Philadelphia, MS"
Patients depression dark accept light CBD,0.125,0.55,
Massachusetts reports vaping-related lung illnesses,0,0,
SAY IT LOUDEIR FOR THE PEOPLE IN THE BACK …,0,0,"Clearwater, FL"
Research Youth Vaping Dr. Cardinal Dr. Ratnapradipa Dept Population Health at…,0,0,"Huntsville, Texas"
#NAME?,0,0,"Salinas, CA"
Good read follow speaks vape related topics frequently …,0.266666667,0.433333333,
In Orlando today concerned parents school officials law enforcement talk investigation more…,0,0,"Philadelphia, MS"
‘ We vape vote ’ How vaping crackdowns politicizing vapers via …,0,0,
kids jon kate plus vaping yet,0,0,"Arizona, USA"
kids jon kate plus vaping yet,0,0,843
You realize LGBTQ+ community I large sector vaping industry So fine with…,0.31547619,0.464285714,
This Is Your Body On Vaping,0,0,
Mr president I watched hearing e ecigarettes today appears still wanting t…,0,0,
kids jon kate plus vaping yet,0,0,
lt href= '' CBD CAPSULES VAPES TINCTURES lt /a gt,0,0,"Tennessee, USA"
kids jon kate plus vaping yet,0,0,"Morgantown, WV"
Hearing beginning `` Vaping Tobacco Cannabis Products Health Effects Deficiencies Regulation Curre…,0,0,California
kids jon kate plus vaping yet,0,0,"Oceanside, CA"
reports nd rd vaping-related lung disease Oct :08 PM ET,0,0,USA
Finally good news,0.7,0.6,
Going convert vape shop safe injection site avoid CA bans,0.5,0.5,
*mass shootings* *cigs* *alcohol* *abuse minors* *sex trafficking* *homeless youth* OR gov *vapes kill people* OR…,0,0,
kids jon kate plus vaping yet,0,0,"New York, NY"
fuck going Vape ban guys ta…,-0.4,0.6,"California, USA"
️ATTENTION️ sales dank vape TKO packaging declined dankwoods Cali carts/Cali plug risen Pac…,0,0,
Gun violence `` epidemic '' Opioid `` epidemic '' Vaping `` epidemic '' Epidemics everywhere,0,0,"Oklahoma, USA"
`` OMG We 're losing next generation smokers '' dont want kids vaping OR smoking Ya 'll n't want vap…,0,0,"Wichita, KS"
kids jon kate plus vaping yet,0,0,
Learn emerging crisis 's link via .…,0,0,"Philadelphia, PA"
LUMPING moniker wo n't save elected officials growing evidence lying …,0,0,"Texas, USA"
kids jon kate plus vaping yet,0,0,"Burleson, TX"
kids jon kate plus vaping yet,0,0,"Agdal Riyad, Royaume du Maroc"
Hey I 'm American adult bot ... oh LET AMERICANS…,0.05,0.15,"Lake Charles, LA"
Several candidates tonight endorsed decriminalizing heroin personal use amp support safe i…,0.166666667,0.266666667,"Maricopa, AZ"
kids jon kate plus vaping yet,0,0,Stfx
Kansas City St. Louis area school districts joining others across nation take stand vaping…,0,0,"Missouri, USA"
Any diner allows vaping,0,0,Poodle Springs
I opened Twitter account Had maybe tweets years Then government started screwing vape …,0,0,
Imagine using vape cure ur niccy addiction like tf smoke u pussies 🤦‍️,0,0,
Montana teen dies vaping illness,0,0,"Missoula, MT"
Just casual reminder 's really marketing youth Public Health Tobacco Control telling kids `` you…,-0.1,0.377777778,Space
`` OMG We 're losing next generation smokers '' dont want kids…,0,0,"Wichita, KS"
’ going back friday cause need redo one allergy test vape liquid one got ruined the…,0,0,"Glen Ellyn, IL"
Join people right `` Kushy Punch Under Scrutiny For Allegedly Making Illegal Vape Cartridges '' …,-0.104761905,0.378571429,Pursuing health and happiness
Acrohm Fush Nano Review Shake Change Colorful LED Light Vapesourcing Review,0.35,0.55,"England, United Kingdom"
Nawwww could possibly thousands thousands thousands It was.. …,0,1,
lt href= '' Dick Juice lt /a gt,0,0,"Tennessee, USA"
Try getting nicotine gum something mom stopped smoking Vapes n't really thing…,0.2,0.2,none of your business 
kids jon kate plus vaping yet,0,0,"California, USA"
Vaping days quitting 🤯,0,0,Hell
In garage vaping eating Hershey bar dog started humping air grew boner,0,0,"Milpitas, CA"
The vape shop next Mystery Ink still open guy never got letter close sur…,0,0.25,
️ATTENTION️ sales dank vape TKO packaging declined dankwoods Cali carts/Cali plug risen Pac…,0,0,"Lake Mary, FL"
kids jon kate plus vaping yet,0,0,845
PSA ’ know banning puffs pops crushes vape juice Nov. th stock ’ 🥴,0,0,
kids jon kate plus vaping yet,0,0,Foodie in VA/DC
This hands one favorite moments vape bans great point actually …,0.433333333,0.616666667,
CDC says almost vaping illness patients end hospitalized …,0,0,Denver
Here 's vaping hearing live chairs opening remarks,0.136363636,0.5,Sacramento
Interesting You think bots Guess bot Afte…,0.5,0.5,
STATEMENT Supervisor Desmond Sees Government Overreach Call Vaping Ban,0,0,
Vaping ’ hurting anyone ’ things like hurting people,0,0,"Kentucky, USA"
The idea teens taking nicotine vapor products opening putting THC false Pro anti vape advocat…,-0.4,0.6,
Lots interest today ’ Capitol hearing vaping starting,0,0.1,Sacramento
Before cigarettes Some even came nifty tins Let fo…,0,0,Boston
CDC COCA WEBINAR ALERT Update Interim Guidance HCPs Evaluating Caring Patients Suspected E-cigarette Vapin…,0,0,"Phoenix, Arizona"
kids jon kate plus vaping yet,0,0,
Just casual reminder 's really marketing youth Public Health Tobacco Control telling kids `` you…,-0.1,0.377777778,Wisconsin
kids jon kate plus vaping yet,0,0,chicago
Vaffle global vape community vapers world You get need vaping.…,0,0,
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,
House Appropriations chair subcommittee hearing e-cigarettes says walked local vape shop s…,0,0,
And vaping products including flavors sold adults shops fixed…,0,0,"Twin Falls, ID"
learning vape tricks useless talent like ’ impressing anyone kevin,-0.5,0.2,"Nevada, USA"
Just casual reminder 's really marketing youth Public Health Tobacco Control telling kids `` you…,-0.1,0.377777778,"Medford, New Jersey"
kids jon kate plus vaping yet,0,0,United States
Today visited make major statewide announcement regarding launch investigation in…,0.0625,0.5,
The fact Room filling vaping hearing tells many lobbyists working topics tobacco …,0.5,0.5,"Sacramento, CA"
kids jon kate plus vaping yet,0,0,
Tobacco free days My skin better energy level I ’ wheeze anymore I sick ill fr…,-0.078571429,0.789285714,
“ It ’ frustrating amp sad see generation really cusp rejecting cigarette smoking now…,-0.233333333,0.7,"Concord, NH"
I I real person sitting home office pajama 's comfy slippers …,0.2,0.3,
‘ We vape vote ’ How vaping crackdowns politicizing vapers via …,0,0,"Minnesota, USA"
Tobacco free days My skin better energy level I ’ wheeze anymore I sick ill fr…,-0.078571429,0.789285714,
Vaping product MIS-USE,0,0,"Sydney, Australia"
A recent survey sponsored CVS Health revealed Americans feel community…,0,0.25,"USA,NC"
This ’ rebelling vape ban,0,0,"Eugene, OR"
A hearing overturn Massachusetts ban sale vaping products delayed attorney no…,0,0,Boston
two boys school got caught vaping happens vape bathroom everyone uses instead o…,0,0,
Not get overly excited I believe 're seeing bit slowdown negative press vaping With s…,0.0375,0.575,
kids jon kate plus vaping yet,0,0,poor
kids jon kate plus vaping yet,0,0,
As long n't allow vaping cuz 's bad,-0.375,0.533333333,"Brockton, MA"
Vaping NOT issue Setting record straight via,0.2,0.4,Erding
I asked officials could n't say whether sickening people illicit regulated Here 's said…,-0.9,1,Boston
kids jon kate plus vaping yet,0,0,
A new study examines common vape ingredients propylene glycol vegetable glycerin found month vaping th…,-0.081818182,0.477272727,
google search vape bulls game,-0.4,0.4,"Chicago, IL"
Tobacco companies ecig market conflict interest V…,0,0,
hate vaping worries twitter thing please,-0.8,0.9,
papa john 's vape smoke shop,0,0,any pronouns homie i dont care
Mass officials said today n't sure whether vaping illnesses state involve illicit market vapes regulate…,0.5,0.888888889,Boston
hate vaping worries twitter thing please,-0.8,0.9,My Dream Setup
kids jon kate plus vaping yet,0,0,"Louisville, KY"
VAPE UPDATE County Board Supervisors voted permanently ban sale flavored smoking products…,0,0,"San Diego, CA"
Hey thousands emokers vape nicotine state Are really going ban products…,0.2,0.2,Detroit
Horrifying X-rays show vaping clog lungs solidified oil,-0.9,1,
ICYMI NEW The Canadian city considering introduction mandatory licenses retailers to…,0.136363636,0.454545455,"London & Glasgow, United Kingdom"
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,
Exam szn consists Caffeine Adderall sleep stress vaping knowing sh*t,0,0,Snapchat @CPartyLife
I really like Airopro vape pen It ’ portable way discreet It ’ light make s…,0.3,0.45,"118 NE 28th Ave Portland, OR"
Terry Mills MP Northern Territory Parliament today Presenting petition emokers requesting that…,0,0,
CSVAPE online vapor store one stop shop lt href= '' vape products online.…,0,0,"Tennessee, USA"
kids jon kate plus vaping yet,0,0,indy
“ It ’ frustrating amp sad see generation really cusp rejecting cigarette smoking now…,-0.233333333,0.7,"England, United Kingdom"
Sick b/c much vape I ’ seen cam ’ incredible still somehow manage breathe,0.128571429,0.652380952,"Springfield, IL"
"Vaping-related lung illnesses sickened ,000+ people killed least name EVALI The…",-0.25,0.2,"Houston, Texas"
“ It ’ frustrating amp sad see generation really cusp rejecting cigarette smoking…,-0.233333333,0.7,United States of America
Officials say death Montana teenager vaping-related via,0,0,Cumaná
Reminder Age buy tobacco…,0,0,USA
US second-grader caught vaping class snatching device mother ’ purse,0,0,"नई दिल्ली, भारत"
`` Many teens say know risk continue anyway part teen culture '',0.25,0.25,"New York, NY"
The fact Room filling vaping hearing tells many lobbyists working topics of…,0.5,0.5,Sacramento
kids jon kate plus vaping yet,0,0,Funkytown
Bro ’ bars vaping like .. let run marketing kid ️️️,0,0,Flat Earth
Rather admit wrong law Michigan 's attacking judiciary daring issue TRO stopp…,-0.5,0.9,"Maricopa, AZ"
reports high school culture makes hard teens quit,-0.065833333,0.540833333,"New York, NY"
THE GUYS WITH THE GUN WERE THE ONES FROM CLARKSBURG The kid Churchill selling v…,0,0,
Wow You wo n't even try You 're confusing people 's use nicotine vaping products the…,-0.1,0.7,
Some good information pro marijuana/THC users n't want know Vaping bad vaping chemicals…,5.55E-17,0.633333333,
Hun dont want sound rude vapes worst cigarettes ... 🥺 still proud stoped,-0.025,0.75,Canada
wardrobe brings vape,0,0,
kids jon kate plus vaping yet,0,0,
`` Could vape bans public health disaster '' yes ... answer yes,0,0.066666667,
Mr president I watched hearing e ecigarettes today appears still wanti…,0,0,"Twin Falls, ID"
kids jon kate plus vaping yet,0,0, San Marcos
GUYS MY PINK VAPE IS OUT OF STOCK,-0.1,0.3,
Universities colleges nationwide including The University Texas Austin prohibit smoking campus Howe…,0,0,"Austin, Texas, USA"
Not get overly excited I believe 're seeing bit slowdown negative press vaping With s…,0.0375,0.575,
everything pointing toward every political theory wrong except grover norquist 's obsession vaping,-0.25,0.5,a city bus
kids jon kate plus vaping yet,0,0,
Your Favorite Cannabis Cartridge May Now Be Illegal In Washington State,0,0.75,The Pacific North West
ep makes feel way think white boys feel locked room vaping loud music play video games,0.05,0.4,hello:) I Love Dalshabet
Maybe genuinely thought I nuts comments n't newsworthy What bothers `` accus…,0.4,0.5,"New Hampshire, USA"
Facial authenteq integrated products cut underage use,0,0,Karachi
NT petition tabled Parliament A petition vapers tabled Northern Territory Parliament today by…,0,0,
Tobacco companies ecig market conflict interest V…,0,0,
I feel safest I lock doors It 's way vape In cars,0,0,
Finally good news,0.7,0.6,
kids jon kate plus vaping yet,0,0,mi bolsa
Maybe genuinely thought I nuts comments n't newsworthy What bothers `` accus…,0.4,0.5,
CDC THC May Play Role Vaping Deaths Illnesses Time …,0,0,
I I real person sitting home office pajama 's comfy slippers …,0.2,0.3,"Miami Beach, FL"
Australian health authorities high alert US vaping deaths …,0.08,0.27,"Vitacura, Chile"
say ur vape,0,0,
It ’ nice see many Dems like intently agreeing …,0.55,0.75,"Worcester, MA"
The current youth vaping epidemic could avoided It 's time FDA act use authority fully…,0,0.4,
Wait Gretch head Executive Branch state illegal…,0,0,
So said ’ seen vaping issue become big thing community larger issue…,0,0.3,
LLP130 Why Vaping Is new health crisis Dr. Andrew Berry …,0.136363636,0.454545455,"Dallas, TX"
kids jon kate plus vaping yet,0,0,lost in the sauce
Chuck thinks ’ chance I ’ sick af bc I “ vape ” legal dab cartridges ...,-0.257142857,0.528571429,
SO happy vape back I absolutely HATE cigarettes amp everything So I committing never picking u…,0,0.633333333,
Drug Take Back coming Saturday October th pm lobby Police Department N Murph…,0,0,"Murphy, TX"
Every day :00 guy vapes Central platform Platform staff never stray far mi…,0.05,0.625,
I ’ proud jordan quitting vape 🤗,0.8,1,
Just got first salt nic vape ban lifted Honestly I high hopes help quit especiall…,0.205,0.436666667,
For Pete 's sake Is hard understand vape community took Twitter advocate Yeah I previously acc…,-0.229166667,0.354166667,
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,yeehaw land
Depends 're vaping Since 's verb people also die eating walking driving etc,0,0,United States
Some patients must readmitted hospitals suffer new onset symptoms,0.136363636,0.454545455,"New York, NY"
Vapors lost fight vape water,0,0,"New Hampshire, USA"
THC Products May Play Role Outbreak Lung Injury Associated E-cigarette Use Vaping CDC Online New…,0,0,
The military issue gun areas buy cigarettes vaping supplies It n't make sense,-0.1,0.1,
I 'm rebellious teen Twitter bot criminal I free American adult Almost e…,0.02,0.33,"Worcester, MA"
It suprise congressional dems pushing anti vaping anti business agenda the…,0,0,
A lot vaping bots,0,0,"New Hampshire, USA"
people died vaping OK people died hydrating..let alone mil die water related…,0.5,0.5,Kansas City - San Diego 
Rather admit wrong law Michigan 's attacking judiciary daring issue TRO stopp…,-0.5,0.9,
New Philadelphia Flavor Ban Multistreaming,0.136363636,0.454545455,"England, United Kingdom"
Berry flavored CBD vape SALE 20.99 Our disposable vape pens sleek sexy potent No button simply i…,0.333333333,0.619047619,
Some good information pro marijuana/THC users n't want know Vaping bad vaping chemicals…,5.55E-17,0.633333333,"Massachusetts, USA"
Rather investigate thoroughly communicate effectively The ⁦⁩ spent time creating fancy new name…,0.212121212,0.451515152,
kids jon kate plus vaping yet,0,0,making my way downtown
I NOT bot I healthcare professional vaping…,0.1,0.1,
kids jon kate plus vaping yet,0,0,
`` But LONG term help quit stick I used smoke Use wean yourse…,-0.05,0.4,
Just got first salt nic vape ban lifted Honestly I high hopes help quit espec…,0.205,0.436666667,
Not gon na vote bro You guys would rather fact check speaking wrongly Trisha …,-0.5,0.9,
Lol people care people vaping people care smoke anything Do n't momo nanny state,0.8,0.7,Clubman Stage Rt. 5
…,0,0,
Vape Time,0,0,
The idea teens taking nicotine vapor products opening putting THC false Pro anti vape advocat…,-0.4,0.6,
Finally good news,0.7,0.6,
I I real person sitting home office pajama 's comfy slippers …,0.2,0.3,"Rogers, AR"
So commissioner DEPARTMENT OF HEALTH says ’ black market thc proof you…,-0.166666667,0.433333333,South Carolina 
Smoking ... cigarettes weed vape ... .. imma living I ’ ’ Gunna heart attack …,0,0,"New Jersey, USA"
I ’ proud jordan quitting vape 🤗,0.8,1,"St Marys, GA"
This thing opens ton vape billows Im inside playing gameboy,0,0,stolen land
kids jon kate plus vaping yet,0,0,"Auburndale, FL"
Berry flavored CBD vape SALE 20.99 Our disposable vape pens sleek sexy potent No button sim…,0.5,0.75,
SO happy vape back I absolutely HATE cigarettes amp everything So I committing never pi…,0,0.633333333,"Louisville, KY"
So said ’ seen vaping issue become big thing community larger issue…,0,0.3,
lt target= '' _blank '' href= '' src= '' '' border= '' 0 '' alt= '' CKS Junior Pod…,0,0,"Tennessee, USA"
…,0,0,
Chuck thinks ’ chance I ’ sick af bc I “ vape ” legal dab cartridges ...,-0.257142857,0.528571429,"Tacoma, WA"
're interested collab vape community I welcome The media scaring the…,0.525,0.7,
YouTuber made several videos tell fake THC carts real ones If mmj user I…,-0.1,0.433333333,
Aspire Cleito Shot Disposable Sub-Ohm Tank 3-Pack,0,0,The Internet
Vaporesso Skrr Sub Ohm Vape Tank,0,0,The Internet
Uwell Valyrian Sub Ohm Vape Tank,0,0,The Internet
Uwell Crown III Sub Ohm Vape Tank,0,0,The Internet
Vandy Vape Lit mm BF RDA Vape Tank,0,0,The Internet
Innokin Plex Sub Ohm Vape Tank,0,0,The Internet
Drop Dead RDA mm Hellvape x Heathen x TVC,-0.2,0.4,The Internet
`` Vape epidemic '' kids bathroom,0,0,Seattle Washington
Maybe genuinely thought I nuts comments n't newsworthy What bothers that…,0.4,0.5,"University of Waterloo, ON, CA"
I smoke deadly vape pens I support Donald Trump hug murderer killed family member,-0.2,0.2,
V-Juice Eliquid High /50 VG/PG ml £1.99 full range flavours FREE UK POSTAGE …,0.303333333,0.63,United Kingdom
lbdeck “ It ’ time draw line sand No vaping. ” KChurchwellMD issues briefing,0,0,"Missouri, USA"
Catch sobbing little heart chastity belt gig tomorrow imma crying new vape i…,-0.083712121,0.518181818,Glasgow
little know dragon/koi fish/tiger/foo dog sleeved boba drinkin subaru drivin headasses vape would type…,-0.1875,0.5,504
Why one criticizing parents They wan na blame Juul letting kid vape years old …,-0.05,0.175,United States
kids jon kate plus vaping yet,0,0,
People vaping decade I see firsthand huge hit tobacco companies taken Why…,0.4,0.9,Kekistan
According new study published journal Cancer Prevention Research vaping e-liquids may lead inf…,0.136363636,0.454545455,Miami
People die vaping,0,0,"New Hampshire, USA"
Just second case vaping-related illness reported Snohomish County More soon,0.25,0.25,Seattle
Take vaping products gas stations/pharmacies allow vape dealers online vape dealers inc…,0,0,
Very disappointed two Juul pods packet four leaked lasted time ... .it ’ meant t…,-0.975,0.975,
This good hear Mr. President I hope pray TRULY mean You lied and…,0.19375,0.64375,
Today I participated important hearing Rep. 's Legislation Reverse Youth Tobacco Epidemic …,0.4,1,
Montana teen dies vaping illness,0,0,USA
Ho-ly ... ... .shit ... Look completely shameless propaganda government pushing national TV …,0,0.25,"Orsett, East"
A second-grader Wisconsin caught vaping elementary school said got device mother 's purse http…,0.3,0.9,"Fresno, CA"
Get facts lung illnesses wrongly attributed vaping,-0.5,0.9,
Let wait another years Just learning fallouts vaping,0,0,"Accra, Ghana"
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,"Highland, IL"
god vape brand synonymous douches,0,0,Θ Chosen Hopeless Nothingness
Whenever I think quit smoking I need vape think,0,0,"Tennessee, USA"
Healthcare groups spoke support bill though concern amongst public whether Medica…,0,0.066666667,"Salt Lake City, UT"
A recent survey sponsored CVS Health revealed Americans feel community…,0,0.25,"Shelton, WA"
Another vaping-related lung illness reported Snohomish County Officials w/Snohomish Co. Health Dist say a…,0,0,"Sedro-Woolley, WA"
Doc talked effect body dangerous cycle can…,-0.6,0.9,Yale School of Medicine
DoH Commissioner ‘ Just ’ NY vaping illnesses black market THC cartridges,-0.166666667,0.433333333,South Carolina 
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,"New Jersey, USA"
