clean_text,polarity,subjectivity,location
kids jon kate plus vaping yet,0,0,
monique ’ think much pm monique needs vape,0.2,0.2,"Washington, USA"
Want insight 's crooked ways New Q amp A answers burning questions t…,0.068181818,0.277272727,South Carolina 
Going live chat vaping proposals,0.136363636,0.5,"Philadelphia, PA"
I speak I one straight good time vape h8rz lately,0.2,0.533333333,My Grandmother’s Basement
LUMPING moniker wo n't save elected officials growing evidence lying …,0,0,"Tallahassee, FL"
That ’ weird I distinctly remember kind strawberry craze -2015,0.133333333,0.733333333,South Carolina 
kids jon kate plus vaping yet,0,0,
Matt Myers lies He says `` ’ proof e-cigarettes safe reliable data indi…,0.5,0.5,"Phoenix, AZ"
CDC today “ lung injury outbreak vast majority report using THC-containing pre-filled cartridges they…,0,1,
Good morning wondering received news lung illness found caused o…,0.7,0.6,United States
Today I participated important hearing Rep. 's Legislation Reverse Youth Tobacco Epidemic …,0.4,1,
Commissioner Renée Coleman-Mitchell Congressional hearing `` I deeply alarmed outbreak severe lung…,0,0.4,"Hartford, CT"
We WE VAPE AND WE VOTE …,0,0,
CDC today “ lung injury outbreak vast majority report using THC-containing pre-filled cartridges they…,0,1,Boston
Let clear FDA-regulated nicotine-containing vapor products represent best path forward smokers looking t…,0.55,0.341666667,
Thank visiting today share important announcement regarding underage vaping …,0.4,1,
Mass officials said today n't sure whether vaping illnesses state involve illicit market vapes r…,0.5,0.888888889,"Boston, MA"
We sit back watch next generation becomes addicted nicotine That ’ I launching inves…,-0.133333333,0.2,"Melbourne, Florida"
Glad 're concerned vaping issue ...,0.5,1,Dying Planet Earth
kids jon kate plus vaping yet,0,0,
We adults used flavors keep …,0,0,South Carolina 
When vaping crap stressed followers make laugh witty responses post You guys ar…,0,0.633333333,USA
In Orlando today concerned parents school officials law enforcement talk investigation more…,0,0,"Melbourne, Florida"
Oh another benefit enjoyment Some folks enjoy coffee like beer like pot And adults wh…,0.4,0.5,South Carolina 
We got Vape Back,0,0,United States
Nicotine also beneficial people Parkinson 's Disease,0,0,South Carolina 
says nicotine benefit -- 's seen data Shall job staffer I 'll start…,0,0,South Carolina 
We forced BT create competing products We forced pharma overspend lobby vaping We forced governors ove…,-0.3,0.2,"Lake Charles, LA"
kids jon kate plus vaping yet,0,0,"Miami, FL"
This good hear Mr. President I hope pray TRULY mean You lied to…,0.19375,0.64375,"Palm Beach, FL"
In failure came home banned vaping,-0.316666667,0.3,"Tacoma, WA"
Another vaping-related lung illness reported Snohomish County Officials w/Snohomish Co. Health Dist say a…,0,0,Seattle
I ’ clearly bot I vape I vote …,0.1,0.383333333,"New York, NY"
vape,0,0,she/her || ♊︎ || 18 
Second Snohomish County resident hospitalized vaping-related lung illness via,0,0,
nicotine kinda wonder drug n't children smoke vape,0,0,"Seattle, WA"
The idea teens taking nicotine vapor products opening putting THC false Pro anti vape advocat…,-0.4,0.6,"Arkansas, USA"
kids jon kate plus vaping yet,0,0,United States
kids jon kate plus vaping yet,0,0,San Diego
kids jon kate plus vaping yet,0,0,
Today House hearing Rep. Andy Harris asked several lines leading questions seemingly intended get witnesses b…,0,0,
Vaping illnesses rise Massachusetts rise health officials report new cases CDC…,0.136363636,0.454545455,
THE MORE YOU KNOW far better investigative journalist Here lays HUGE LIE behind the…,0.22,0.72,
Shit vape stuff soon trade deal Chinese instead embargo almos…,-0.1,0.4,"Michigan, USA"
Talk zero tolerance policy vape shops caught selling minor,-0.05,0.2,"Salt Lake City, UT"
kids jon kate plus vaping yet,0,0,"Eugene, OR"
Sarcasm alert “ The real victims vaping crisis ” one influencer ’ payments e-cig companies gone 55…,0.2,0.3,
kids jon kate plus vaping yet,0,0,El Coloso De Santa Ursula
“ A little percent self-reported vaping THC ” said Epidemiologist Rebeca Ward “ We know THC …,-0.1875,0.5,
committee vaping kicked,0,0,"Salt Lake City, UT"
A -year-old boy found vaping Wisconsin classroom The boy ’ mother said son found purse a…,0,0,"Tampa, FL"
Philadelphia joining crackdown vaping new legislation proposing restricting sale flavored e-c…,0.136363636,0.454545455,"Philadelphia, PA"
kids jon kate plus vaping yet,0,0,United States
PAVe mom Meredith Berkman testimony morning describes vaping `` serious adolescent public-health c…,-0.333333333,0.666666667,South Carolina 
kids jon kate plus vaping yet,0,0,
finna brush niggas smoking actual cigs vape okay,0.25,0.3,Turks and Caicos Islands
Unlike US great resp legislators amp Public Health Prof 's dedicated science amp goal overall be…,0.266666667,0.272222222,US
It intended smoke disposable vape pens right website well vape juice i…,0.285714286,0.535714286,Las Vegas
kids jon kate plus vaping yet,0,0,NH🌲
CDC COCA WEBINAR ALERT Update Interim Guidance HCPs Evaluating Caring Patients Suspected E-cigarette Vapin…,0,0,
little know dragon/koi fish/tiger/foo dog sleeved boba drinkin subaru drivin headasses vape would type…,-0.1875,0.5,"Stanford, CA"
Has anybody ever tried vape lean,0,0,
If like dinner lady strawberry macaroon love one strawberry beard vape co It ’ DELICIOUS amp tast…,0.75,0.8,"Louisville, KY"
PAVe mom Meredith Berkman testimony morning describes vaping `` serious adolescent public-health c…,-0.333333333,0.666666667,
Now Michigan got rid vape ban I buy another juul,0,0,"East Lansing, MI"
kids jon kate plus vaping yet,0,0,"Yakima, WA"
I dint know many fucking Vapes I ’ killed ...,-0.1,0.433333333,Searchin for a lick
Texas identified cases vaping related lung illness according recent report http…,0,0.325,"San Antonio, TX"
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,slc
This video would fire put Vape 🤦‍️🤣🤣🤣,0,0,Flat Earth
Wake Erin When going wake listen Nobody I repeat nobody wants children to…,0.2,0.1,"ÜT: 41.064565,-74.281036"
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,
SHANNON DIDNT BUY ME VAPE JUICE SHE FOUND IT ON THE GROUND AT TESCO AND IT COULD BE PISS,0,0,
America like mass shootings 🤷‍️ systematic racism 🤷‍️ kids cages 🤷‍️ election hacking 🤷‍️ global warming …,0,0,
growing student health crisis schools Find educators important VCOE L…,0.4,1,
It ’ vaping cheap Chinese juice fake vape poisons,-0.033333333,0.566666667,"Colorado, USA"
committee vaping kicked,0,0,"Salt Lake City, UT"
interesting Vape Hysteria Wo n't Take Your Legal Weed Vape Awayhttp //,0.35,0.35,
"Dr. Anne Schuchat CDC said “ epidemic shows signs slowing date ,100 cases vaping…",0,0,"New York, USA"
The best clowns like `` My kids use vape products giving anxiety mood swings they…,1,0.3,"California, USA"
HELENA Mont AP Montana health officials say teenager died lung disease associated national…,0,0,United States
House lawmakers press vaping industry two hearings Wednesday,0,0,
Study suggests vaping causes inflammation linked lung cancer MONTH heavily using devices,-0.2,0.5,"Lahore, Pakistan"
kids jon kate plus vaping yet,0,0,mclarens pub
“ No one really says anything It ’ really kind ‘ keep I ’ keep ’ kind thing ”,0.466666667,0.666666667,"Austin, Texas"
Aw someone sad Hey turdcannon nobody likes You took hippies vapes tried ban guns…,-0.5,1,
Well vape ban lifted finally quit vaping get ball rolling,0,1,
Good morning wondering received news lung illness found caused o…,0.7,0.6,"California, USA"
This exactly minus vape though,-0.1,0.1,Philadelphia
years ago Matt laid The Beacon ’ rockin ’ cover continues fight right vape.…,0.285714286,0.535714286,
people died using store bought products people died using black-mark…,0,0,
Ublo Numbers e liquid Concentrate Premium E Liquid No Nicotine ml amp ml Fantastic flavors,0.4,0.9,"Budapest, Magyarország"
New Strawberry Cheesecake CBDSCRIPT mg CBD Cartridge …,0.136363636,0.454545455,"Budapest, Magyarország"
CDC gives vaping-related lung illnesses name EVALI stands “ e-cigarette vaping product use associated lun…,0,0,
kids jon kate plus vaping yet,0,0,"Eugene, OR"
V-Juice Eliquid High /50 VG/PG ml £1.99 full range flavours FREE UK POSTAGE,0.303333333,0.63,Join us on JewelleryBank
New Innokin MVP5 Kit – The Swiss Army Vape Join Patreon …,0.136363636,0.454545455,"Budapest, Magyarország"
In U.S. -graders regular cigarette smokers By In middle teen …,0,0.025641026,"Yucaipa, CA"
Tell potus bullets grape vape juice,0,0,
The idea teens taking nicotine vapor products opening putting THC false Pro anti vape advocat…,-0.4,0.6,
Hey This `` vaping '' hysteria fueled Big Tobacco Only illnesses/deaths ILLEGAL…,0,0.55,"Florida, USA"
New Smok RPM RBA Base RPM40 amp Fetch RPM40 Review …,-0.331818182,0.727272727,"Budapest, Magyarország"
New STOPTOBER UK Week – OBS Land Pod Review In another …,0.136363636,0.454545455,Republic of Croatia
Vaping NOT issue Setting record straight via,0.2,0.4,"manchester, kentucky"
New Steamcrave Glaz Mini MTL RTA – Oh boy Today I give …,0.136363636,0.454545455,Republic of Croatia
This sums quickly Please take time learn industry condemning…,0.333333333,0.5,
We forced BT create competing products We forced pharma overspend lobby vaping We forced governors ove…,-0.3,0.2,
New Three men vape show NATURES BACK Three men …,0.068181818,0.227272727,Republic of Croatia
YEARS Couldn ’ done without Flavored owner industry amp PROUD…,0,0,"Kansas City, Mo."
My dad drug talk w seeing vape shop charge account ’ older thinks vaping drug st…,0.166666667,0.333333333,Basspod
Actually yes I using zero nicotine My doctor years say lungs have…,0,0.1,
kids jon kate plus vaping yet,0,0,
Vaping stentch last intestional excorcism covered,0,0.066666667,
New Smok RPM RBA Base RPM40 amp Fetch RPM40 Review …,-0.331818182,0.727272727,Republic of Croatia
Hey This `` vaping '' hysteria fueled Big Tobacco Only illnesses/deaths ILLEGAL…,0,0.55,
New Innokin MVP5 Kit – The Swiss Army Vape Join Patreon …,0.136363636,0.454545455,Republic of Croatia
kids jon kate plus vaping yet,0,0,"Irvine, CA"
New Strawberry Cheesecake CBDSCRIPT mg CBD Cartridge …,0.136363636,0.454545455,Republic of Croatia
New FlexVapor Flex One – All In One Kit The Flex One …,0.136363636,0.454545455,Republic of Croatia
:52PM In Vaping E-Cigarettes,0,0,Utah
Vaffle global vape community vapers world You get need vaping.…,0,0,usa
`` Though clear least early July cases involved vaping illicit THC products news media…,-0.033333333,0.361111111,
Okanagan principals told confiscate vaping products students,0,0,"Okanagan, BC"
Ublo Numbers e liquid Concentrate Premium E Liquid No Nicotine ml amp ml Fantastic flavors,0.4,0.9,#Rotherhamiswonderful
kids jon kate plus vaping yet,0,0,"Philadelphia, PA"
DoH Commissioner ‘ Just ’ NY vaping illnesses black market THC cartridges,-0.166666667,0.433333333,"Port Orchard, WA"
kids jon kate plus vaping yet,0,0,Miss Robichaux’s Academy
What smoking None illnesses anything nicotine vaping They link…,0,0,NYC
After hearing morning Congress obviously going flavor ban banning vaping `` s…,0,0.5,"California, USA"
No kidding When people get head nobody wants kids vape nobod…,0.2,0.1,"ÜT: 41.064565,-74.281036"
I make juice base 's medical grade nebulizers I think issue mig…,-0.4,0.5,Kekistan
Surely transgendered woman murdered died vaping,0.5,0.888888889,
“ It ’ time draw line sand No vaping. ” issues briefing,0,0,"North Attleboro, MA"
kids jon kate plus vaping yet,0,0,"Columbus, OH"
How make statements also allow vape bans happen I American adult cap…,0.05,0.15,Charleston SC
I wish true facts would get All misinformation people making decisions vaping …,0.35,0.65,"St Martin, F.W.I."
kids jon kate plus vaping yet,0,0,pnw
Everyone search hashtag look around Try aneurysm …,0,0,
kids jon kate plus vaping yet,0,0,CO
Right brought new glass vape fell pocket I leaving work,0.211038961,0.49512987,"Birmingham, England"
Juul new Big Tobacco,0.068181818,0.277272727,"Santiago, Chile"
Ky School districts adopted smoke- vape free campus since new law enacted Apr…,0.268181818,0.627272727,"Louisville, KY"
kids jon kate plus vaping yet,0,0,
Giambra Makes Case For Flavored Vapes Ahead Of Hearing,0,0,"Buffalo, NY"
kids jon kate plus vaping yet,0,0,
In Orlando today concerned parents school officials law enforcement talk investigation more…,0,0,"Tallahassee, FL"
We sit back watch next generation becomes addicted nicotine That ’ I launching inves…,-0.133333333,0.2,"Tallahassee, FL"
kids jon kate plus vaping yet,0,0,"salinas, CA"
CDC 's clever new name recent lung illnesses `` EVALI '' e-cigarette vaping product use associated lung injury …,0.101010101,0.512626263,Republic of Croatia
kids jon kate plus vaping yet,0,0,here and there
Rep Dr. Harris R-MD convinced staffers life lengthened switched smoking vaping H…,0,0,
Review Vape Rally At The White House You Do n't Want To Miss This …,0,0,Republic of Croatia
Rotate pod ° change airflow system Vinci bring best flavor DL MTL vaper …,1,0.3,Republic of Croatia
downside vaping epidemic upside bathroom smells like berries,0,0,kingston canada
Tonight :30 PM BronxNet channel Optimum/ Fios watch Dialogo Abierto host 's discussion…,0,0,The Bronx
If like dinner lady strawberry macaroon love one strawberry beard vape co It ’ DELICIOUS amp tast…,0.75,0.8,Republic of Croatia
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,"Keswick/London, Ontario"
Giambra Makes Case For Flavored Vapes Ahead Of Hearing,0,0,"Buffalo, NY"
vape,0,0,ɴᴏʟᴀ • ☁️⁹
THE MORE YOU KNOW far better investigative journalist Here lays HUGE LIE behind the…,0.22,0.72,
Yeah I VAPE V Respect A Other P People ’ E Pronouns Don ’ asshole VAPE like PRO noun,-0.125,0.375,"England, United Kingdom"
kids jon kate plus vaping yet,0,0,"New Jersey, USA"
Vape,0,0,
Wow asking CDC n't dead naming nicotine vaping hysteria Schuchat makes known th…,-0.05,0.7,
Element Kiwi Redberry Shortfill Now Available 🥝 Kiwi Redberry combination tropical…,0.4,0.4,Republic of Croatia
kids jon kate plus vaping yet,0,0,
Do ever acknowledge post anybody offering education vaping understand Do acknowledge…,0,0, NYC #VapeForLife
"There ,000 adult vapers perhaps even importantly million smokers Michiga…",0.25,0.65,"San Diego, CA & Boise, ID"
kids jon kate plus vaping yet,0,0,your moms house
subang boy -great looks -good results -no fuckboy attitude -no boba addiction -doesnt vape,0.75,0.675,dilarang mensquishy squishy
Fifth person awaiting charges Huffhines vape manufacturing case,0,0,"42.582970,-87.819992"
Remember `` Apparently Kid '' Well 's dead vaping,-0.075,0.375,Louisiana
This myth bot-dominated online vape advocacy cut whole cloth But credible actors spreading amp people d…,0.3,0.55,
Can new safer better e-cigarette fix vaping industry 's crisis That 's Juul 's former top scientist banking w…,0.284090909,0.363636364,
Putting vape store greenwood got trashiest thing ever,0,0,"Arkansas, USA"
At risk account locked I 'll share …,0,0,
Let clear FDA-regulated nicotine-containing vapor products represent best path forward smokers looking t…,0.55,0.341666667,"Sharpsburg, GA"
Good morning wondering received news lung illness found caused o…,0.7,0.6,"South Carolina, USA"
Rather admit wrong law Michigan 's attacking judiciary daring issue TRO stopp…,-0.5,0.9,
I almost ten years vaping alive kicking I used get bronchitis attacks year I sm…,0.05,0.2, NYC #VapeForLife
I ’ either ’ reported Years reporting vape war th…,0,0,here and now
Can new safer better e-cigarette fix vaping industry 's crisis That 's Juul 's former top scientist banking w…,0.284090909,0.363636364,San Francisco
Charlie Baker keeps ignoring Illicit contaminated THC cartridges even b…,0,0,Boston
Teslas vapes rich people,0.375,0.75,"Texas, USA"
Vape Hysteria Wo n't Take Your Legal Weed Vape Away The nascent legal cannabis industry America appears na…,0.2,0.2,"Arizona City, AZ"
Hmm We differences I thought You think crime intent sell vape oil…,0,0,
kids jon kate plus vaping yet,0,0,"Seekonk, MA"
This thing opens ton vape billows Im inside playing gameboy,0,0,The Boogie Down Bronx / NYC 🏙️ ✨commissions OPEN | art raffle @ ⠀⠀300 followers ✨
Vape Hysteria Wo n't Take Your Legal Weed Vape Away,0.2,0.2,
Taking strong message legislators time t…,0.433333333,0.733333333,"Chicago, IL"
So said ’ seen vaping issue become big thing community larger issue…,0,0.3,
"There ,000 adult vapers perhaps even importantly million smokers Michiga…",0.25,0.65,USA
You know truth Do n't play hands Big Tobacco banning flavors It n't hurt wo n't stop teen…,0,0.1,
Is world looks THc CBD vape pens,0,0,"Washington, DC"
downside vaping epidemic upside bathroom smells like berries,0,0,
Today House hearing Rep. Andy Harris asked several lines leading questions seemingly intended get witnesses b…,0,0,
New vaping study links e-liquids lung inflammation,0.136363636,0.454545455,"California, USA"
:30 PM °C Rain Germany Lying sofa Spiderman TV GRAPEFRUIT LYCHEE PV fol…,0,0,"Herne, NRW, Germany"
MOODY ANNOUNCES PROBE OF VAPING INDUSTRY,0,0,"Tallahassee, FL"
We forced BT create competing products We forced pharma overspend lobby vaping We forced governors ove…,-0.3,0.2,"johnson city, tn"
subang boy -great looks -good results -no fuckboy attitude -no boba addiction -doesnt vape,0.75,0.675,
"There ,000 adult vapers perhaps even importantly million smokers Michiga…",0.25,0.65,"Texas, USA"
Nawwww could possibly thousands thousands thousands It was.. …,0,1,EN61
Not good watching stacked congressional hearings everything vaping today,-0.35,0.6,"Lakewood, Ohio"
Ohhhhh someone ’ angry guys Her iron fist getting rusty …,-0.5,1,"South Carolina, USA"
CDC 's clever new name recent lung illnesses `` EVALI '' e-cigarette vaping product use associated lung injury …,0.101010101,0.512626263,"New York, NY"
Does n't husband drug addiction How feel knowing trying co…,0,0,
This thing opens ton vape billows Im inside playing gameboy,0,0,"Washington, USA"
downside vaping epidemic upside bathroom smells like berries,0,0,P Sherman 42Wallaby way sydney
Attorney General Moody Launches Major Investigation More Than Vaping Companies,0.204166667,0.5,"New York, USA"
Make sure come first ever Coffee Hour tomorrow :30pm We discussing article …,0.375,0.611111111,"Erie, PA"
CDC COCA WEBINAR ALERT Update Interim Guidance HCPs Evaluating Caring Patients Suspected E-cigar…,0,0,"Bethesda, MD"
Rather investigate thoroughly communicate effectively The ⁦⁩ spent time creating fancy new name…,0.212121212,0.451515152,
FLORIDA AG Launches Major Investigation More Than Vaping Companies ⁦⁩ ⁩…,0.28125,0.5,"New York, USA"
Sounds like terrible vape flavor,-1,1,
“ Democrats already shown us ’ fresh empathy adult smokers—especially audacity…,0.2,0.4,EN61
LUMPING moniker wo n't save elected officials growing evidence lying …,0,0,
I 'm always curious long-term smokers like vapes/carts I think neat con…,-0.1,1,Biff
US second-grader caught vaping class snatching device mother ’ purse,0,0,"Bakersfield, CA"
When vaping crap stressed followers make laugh witty responses post You guys ar…,0,0.633333333,
vape I ’,0,0,Venice Beach
We forced BT create competing products We forced pharma overspend lobby vaping We forced governors ove…,-0.3,0.2,
Nowhere note pain/fatigue/mobility issues due long term chronic illnes…,-0.0875,0.3875,Scotland
CDC Official Pushes Back Against Congressman Linking Legal Marijuana To Vaping Deaths Kyle Jaeger via Marijuana…,0.1,0.1,California
At risk account locked I 'll share …,0,0,"West Virginia, USA"
All Miami Beach Parks Become Vape-Free — Extending Smoking Prohibition Electronic Cigarettes,0,0,
Vape juice Tropical Pucker Punch Pink Punch Lemonade Both sweet yummy …,0.125,0.475,"Las Vegas, NV"
Good morning wondering received news lung illness found caused o…,0.7,0.6,
kids jon kate plus vaping yet,0,0,
-year-old caught vaping CBD suburban Milwaukee school …,0,0,
`` Extrapolating history bans vaping related products almost certainly drive people vape use lower…,0.107142857,0.485714286,
Indeed The mainstream media complicit governments effort kill vaping The media gives th…,0,0,NYC
kids jon kate plus vaping yet,0,0,Surrey Bc Canada
Today CCMS students heard cardiologist Dr. Patrick Withrow Baptist Health dangers vaping an…,0,0,
CTS President Elect Laren Tan talking kids vaping Watch “ Anti-Vaping Tour Loma Linda University Health ” …,0.8,0.9,
Matt Myers lies He says `` ’ proof e-cigarettes safe reliable data indi…,0.5,0.5,"New York, NY"
America like mass shootings 🤷‍️ systematic racism 🤷‍️ kids cages 🤷‍️ election hacking 🤷‍️ global warming …,0,0,Thugz Mansion 
kids jon kate plus vaping yet,0,0,Hell
kids jon kate plus vaping yet,0,0,
LUMPING moniker wo n't save elected officials growing evidence lying …,0,0,
kids jon kate plus vaping yet,0,0,New York
There epidemic people smoking/vaping stations amp stop…,0,0,
learn dangers vaping spread make others aware,0.25,0.25,"San Antonio, TX"
CDC today “ lung injury outbreak vast majority report using THC-containing pre-filled cartridges they…,0,1,
makes terrific case banning menthol cigarettes “ Why menthol ingrained black culture Wh…,-0.083333333,0.716666667,"Washington, DC"
kids jon kate plus vaping yet,0,0,
If care paying attention outrageous `` Reversing Youth Tobacco Epidemic Act…,-1,1,
kids jon kate plus vaping yet,0,0,
fact mr. ogren asked going bathroom vape,0,0,906
kids jon kate plus vaping yet,0,0,painting
Rather admit wrong law Michigan 's attacking judiciary daring issue TRO stopp…,-0.5,0.9,"West Virginia, USA"
kids jon kate plus vaping yet,0,0,
I watched live n thought I took many hits vape pen ... .had like🤔🤔🤔,0.318181818,0.5,DC✈️FL(32807)
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,"Miami, FL"
says vaping `` sweeping nation '' causing illness death `` data '' We ma'am We ha…,0,0,"Massachusetts, USA"
’ going back friday cause need redo one allergy test vape liquid one got ruined t…,0,0,
Most anti vaping people need educated vaping My Dr told Vape get…,0.5,0.5, NYC #VapeForLife
And I presentation kids vaping bad I hate public speaking,-0.5,0.544444444,
So said ’ seen vaping issue become big thing community larger issue…,0,0.3,EN61
Vaping retailers restocking Whitmer eyes Supreme Court ruling flavored juice ban,0,0,"Pontiac, Michigan"
CDC today “ lung injury outbreak vast majority report using THC-containing pre-filled cartridges…,0,1,"Boston, MA"
NYS DoH says black market vapes,-0.166666667,0.433333333,
Has ANYONE seen interview anyone family members affected mysterious `` Vaping illne…,0,1,DEEP SOUTH 
Matt Myers lies He says `` ’ proof e-cigarettes safe reliable data indi…,0.5,0.5,
Let 's add FACT legal FDA-regulated nicotine e-cigarettes helped million smokers quit Not…,0.2,0.2,South Carolina 
I 've seen incident I attributed A guy I worked started vaping last May.After c…,0,0.066666667,DEEP SOUTH 
Good morning wondering received news lung illness found caused o…,0.7,0.6,"Arkansas, USA"
someone vaping inside venue section,0,0,"Islington, London"
The idea teens taking nicotine vapor products opening putting THC false Pro anti vape advocat…,-0.4,0.6,EN61
This thing opens ton vape billows Im inside playing gameboy,0,0,
I disagree model considering barely kept Arizona red last time If vape ban comes…,0.016666667,0.055555556,"Phoenix, Arizona"
Sarcasm alert “ The real victims vaping crisis ” one influencer ’ payments e-cig companies gone 55…,0.2,0.3,Perth | Sydney | Melbourne
They biased entered room minds made Siegel token pr…,0,0,"Lakewood, Ohio"
Good Morning I keep getting emails seeing adds asking support The answer Not long as…,0.3625,0.5,United States
But deadly vaping epidemic,-0.2,0.4,"Michigan, USA"
This list companies investigation Florida AG,0,0,
Meanwhile REAL work done beautiful intelligent First Lady works hard keep children safe…,0.361666667,0.615,"Va. Beach, Virginia "
says vaping `` sweeping nation '' causing illness death `` data '' We ma'am We ha…,0,0,South Carolina 
Hey ’ use financial resources help US Vapers I ’ und…,0,0,
kids jon kate plus vaping yet,0,0,"Seattle, WA"
CDC Official Pushes Back Against Congressman Linking Legal Marijuana To Vaping Deaths,0.1,0.1,MF Freedom Land
I fell asleep bunk driving rn Had vivid dream I open shower curtain w…,0.0625,0.625,
Today House hearing Rep. Andy Harris asked several lines leading questions seemingly intended get witnesses b…,0,0,"DM05gd, Taft, California, USA"
Rather admit wrong law Michigan 's attacking judiciary daring issue TRO stopp…,-0.5,0.9,
Meanwhile REAL work done beautiful intelligent First Lady works hard keep children safe…,0.361666667,0.615,
kids jon kate plus vaping yet,0,0,hell
Study suggests vaping causes inflammation linked lung cancer MONTH heavily using devices,-0.2,0.5,New York
Alien Outside/In View Parody 'They discourage smoking tobacco/Cultivate huge hectares green weed hu…,-0.016666667,0.65,"Ontario, Canada"
US second-grader caught vaping class snatching device mother ’ purse,0,0,
In continued effort protect next generation encourage invited group teenagers to…,0,0,"Eureka, CA"
LUMPING moniker wo n't save elected officials growing evidence lying …,0,0,"Texas, USA"
Another vaping-related lung illness reported Snohomish County Officials w/Snohomish Co. Health Dist.…,0,0,"York, PA"
This Is Your Body On Vaping,0,0,"Ventura County, CA"
Good morning wondering received news lung illness found caused o…,0.7,0.6,South Carolina 
says vaping `` sweeping nation '' causing illness death `` data '' We ma'am We ha…,0,0,
Got disheartened recent developments Massachusetts Vape Ban I 'm back vengeance 🤘 Cigarette…,0,0.125,
kids jon kate plus vaping yet,0,0,
Check I donated 'Help Stop Michigan 's Flavored Vape Ban via,0,0,"Massachusetts, USA"
Siegel said `` course '' flavors leading kids vape,0,0,"Boston, MA"
vape I ’,0,0,
Anybody else heard A surprise NIH asking funds end youth vaping At least way…,-0.3,0.4,"Eldersburg, MD"
Where Nov. th Oh I plans ... Nov. th Washington D.C. ️ -4PM ️ Will …,0,0,"36495 Vine Street Willoughby, OH & 409 Water St. Chardon, OH"
A vape pen vape liquid,0,0,doin' the boot scootin' boogie
The gentleman right years old 's quit smoking flavored vapor products THIS face of…,0.192857143,0.367857143,
Thought night Fog machines quite popular days Halloween coming ’ big…,0.6,0.9,
kids jon kate plus vaping yet,0,0,United States
kids jon kate plus vaping yet,0,0,"Tempe, AZ"
Meanwhile REAL work done beautiful intelligent First Lady works hard keep children safe…,0.361666667,0.615,"California, USA"
kids jon kate plus vaping yet,0,0,
Workflow angry MADHATTAN hdne_usa dripping nomenon_e_liquids Cherry Lime Ginger 🤘🤘…,-0.5,1,"Des Moines, IA"
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,middle earth.
Wednesday new Tuesday,0.136363636,0.454545455,"London, United Kingdom"
This thing opens ton vape billows Im inside playing gameboy,0,0,"Emerald City, Atlantis"
Adults “ Kids days irresponsible Look vaping ” Kids “ What ’ called coworker force…,0,0,"Berk, Minnesota"
kids jon kate plus vaping yet,0,0,
would properly warn people tainted THC stop calling ecigs use broad ter…,0.03125,0.20625,
Um saying tainted vape juice wrong According CDC self reporting linked black…,-0.5,0.9,"New York, USA"
Got rained work got caught season The Walking Dead hit gym early catching up…,0.166666667,0.533333333,"Lake Charles, LA"
How setting record support vaping Big Pharma Hack Fire…,0,0.1,NYC
CDC Official Pushes Back Against Congressman Linking Legal Marijuana To Vaping Deaths,0.1,0.1,"Texas, USA"
Juul new Big Tobacco,0.068181818,0.277272727,"New York, USA"
kids jon kate plus vaping yet,0,0,
“ Democrats already shown us ’ fresh empathy adult smokers—especially audacity…,0.2,0.4,
We demand reinstated That removed …,0,0,
The following facts help understand vape mods,0,0.1,Hungary
vaping bad doctors telling people rather vape smoke cig…,-0.7,0.666666667,
... went back talking horrors vaping,0,0,North Merrick
What Is EVALI Symptoms Vaping-Related Lung Illness May Feel Like Flu,0,0,"New York, NY"
Does vape organic natural cannabis Because I think OK,0.3,0.45,
Worried Neighbor Gives You A Scalp Massage To Relax You Vape Unboxing,0,0,
kids jon kate plus vaping yet,0,0,956
kids jon kate plus vaping yet,0,0,Sleeping 
kids jon kate plus vaping yet,0,0,
touch You want save jobs Stop vape ban You want protect Americans hea…,0,0,"Summerville, SC"
would properly warn people tainted THC stop calling ecigs use broad ter…,0.03125,0.20625,
Sarcasm alert “ The real victims vaping crisis ” one influencer ’ payments e-cig companies gone f…,0.2,0.3,"Melbourne, Australia"
SHANNON DIDNT BUY ME VAPE JUICE SHE FOUND IT ON THE GROUND AT TESCO AND IT COULD BE PISS,0,0,uglybitchville
No 's wrong governor thinks `` RIGHT '' decided adults state the…,0.267857143,0.717857143,"Summerville, SC"
kids jon kate plus vaping yet,0,0,nb
`` Examining high school trash found high levels waste including flavored pods '',0.04,0.36,"New York, NY"
kids jon kate plus vaping yet,0,0,Oblivion
Massachusetts reports vaping-related lung illnesses,0,0,Pakistan
kids jon kate plus vaping yet,0,0,508 to 407
x Vaporesso GEN amp x Zero New Colors Giveaway,0.136363636,0.454545455,"Mcdavid, Florida"
This hands one favorite moments vape bans great point actually …,0.433333333,0.616666667,
Health eerts urge strict controls cannabis vaping set become legal,0.2,0.2,
Manufacturers need fund mainstream PR campaign ... period ..like launched UK,0,0,"California, USA"
I almost quit smoking completely started vaping got back cigarettes nah back going back,0.025,0.1,Mahe#6969
kids jon kate plus vaping yet,0,0,"California, USA"
kids jon kate plus vaping yet,0,0,
kids jon kate plus vaping yet,0,0,
